symbol,name,marketCap,sector,industry,country
CPK,Chesapeake Utilities Corporation Common Stock,3125160826.0,Utilities,Oil & Gas Production,United States
CPNG,Coupang Inc. Class A Common Stock,25668467105.0,Consumer Discretionary,Catalog/Specialty Distribution,United States
CPRT,Copart Inc. (DE) Common Stock,26723548428.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States
CPT,Camden Property Trust Common Stock,9820683708.0,Real Estate,Real Estate Investment Trusts,United States
CR,Crane Company Common Stock,11810346741.0,Industrials,Metal Fabrications,United States
CRBG,Corebridge Financial Inc. Common Stock,15107230771.0,Finance,Life Insurance,United States
CRC,California Resources Corporation Common Stock,4627516425.0,Energy,Oil & Gas Production,United States
CRCL,Circle Internet Group Inc. Class A Common Stock,23285495805.0,Finance,Finance: Consumer Services,United States
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,36438238343.0,Technology,Semiconductors,United States
CRGY,Crescent Energy Company Class A Common Stock,4354720713.0,Energy,Oil & Gas Production,United States
CRH,CRH PLC Ordinary Shares,57047799789.0,Industrials,Building Materials,Ireland
CRK,Comstock Resources Inc. Common Stock,3949196371.0,Energy,Oil & Gas Production,United States
CRL,Charles River Laboratories International Inc. Common Stock,13239421372.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,United States
CRM,Salesforce Inc. Common Stock,195528340000.0,Technology,Computer Software: Prepackaged Software,United States
CROX,Crocs Inc. Common Stock,5974915247.0,Consumer Discretionary,Shoe Manufacturing,United States
CRS,Carpenter Technology Corporation Common Stock,19577120327.0,Industrials,Steel/Iron Ore,United States
CRSP,CRISPR Therapeutics AG Common Shares,5391582331.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Switzerland
CRUS,Cirrus Logic Inc. Common Stock,6036660222.0,Technology,Semiconductors,United States
CRVL,CorVel Corp. Common Stock,3702864654.0,Finance,Specialty Insurers,United States
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,268772656677.0,Technology,Computer Software: Prepackaged Software,United States
CRWV,CoreWeave Inc. Class A Common Stock,47928530714.0,Technology,Computer Software: Prepackaged Software,United States
CSCO,Cisco Systems Inc. Common Stock (DE),419609520893.0,Telecommunications,Computer Communications Equipment,United States
CSGP,CoStar Group Inc. Common Stock,11450883837.0,Finance,Real Estate,United States
CSL,Carlisle Companies Incorporated Common Stock,12865790527.0,Industrials,Specialty Chemicals,United States
CSQ,Calamos Strategic Total Return Common Stock,3296918157.0,Finance,Finance Companies,United States
CSQR,Csquare Inc. Common Stock,3087727724.0,Technology,Computer Software: Programming Data Processing,
CSTM,Constellium SE Ordinary Shares (France),3382772091.0,Industrials,Metal Fabrications,Netherlands
CSW,CSW Industrials Inc. Common Stock,4854318582.0,Industrials,Home Furnishings,United States
CSX,CSX Corporation Common Stock,87418291333.0,Industrials,Railroads,United States
CTAS,Cintas Corporation Common Stock,76695233761.0,Industrials,Garments and Clothing,United States
CTOS,Custom Truck One Source Inc. Common Stock,2163577638.0,Consumer Discretionary,Diversified Commercial Services,Cayman Islands
CTRE,CareTrust REIT Inc. Common Stock,8783018207.0,Real Estate,Real Estate Investment Trusts,United States
CTRI,Centuri Holdings Inc. Common Stock,2036424779.0,Utilities,Oil & Gas Production,United States
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,26639270520.0,Technology,EDP Services,United States
CTVA,Corteva Inc. Common Stock ,53655902320.0,Consumer Staples,Farming/Seeds/Milling,United States
CUBE,CubeSmart Common Shares,8587688329.0,Real Estate,Real Estate Investment Trusts,United States
CUBI,Customers Bancorp Inc Common Stock,2591893059.0,Finance,Major Banks,United States
CURB,Curbline Properties Corp. Common Stock,3239470784.0,Finance,Real Estate,United States
CUZ,Cousins Properties Incorporated Common Stock,4650008139.0,Real Estate,Real Estate Investment Trusts,United States
CVBF,CVB Financial Corporation Common Stock,3873703544.0,Finance,Major Banks,United States
CVCO,Cavco Industries Inc. Common Stock When Issued,4166425580.0,Consumer Discretionary,Homebuilding,United States
CVE,Cenovus Energy Inc Common Stock,58275000000.0,Energy,Oil & Gas Production,Canada
CVI,CVR Energy Inc. Common Stock,5207485028.0,Energy,Integrated oil Companies,United States
CVLT,Commvault Systems Inc. Common Stock,6193061199.0,Technology,Computer Software: Prepackaged Software,United States
CVNA,Carvana Co. Class A Common Stock,70374658092.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States
CVS,CVS Health Corporation Common Stock,109812395882.0,Consumer Staples,Retail-Drug Stores and Proprietary Stores,United States
CVSA,Covista Inc. Common Shares,4193242236.0,Real Estate,Other Consumer Services,United States
CVX,Chevron Corporation Common Stock,406040754520.0,Energy,Integrated oil Companies,United States
CW,Curtiss-Wright Corporation Common Stock,20134812147.0,Technology,Industrial Machinery/Components,United States
CWEN,Clearway Energy Inc. Class C Common Stock,4937080945.0,Utilities,Electric Utilities: Central,United States
CWK,Cushman & Wakefield Ltd. Common Shares,2894020020.0,Finance,Real Estate,United States
CWST,Casella Waste Systems Inc. Class A Common Stock,5396675901.0,Utilities,Environmental Services,United States
CWT,California Water Service Group Common Stock,2848927383.0,Utilities,Water Supply,United States
CX,Cemex S.A.B. de C.V. Sponsored ADR,14795341282.0,Industrials,Building Materials,Mexico
CXT,Crane NXT Co. Common Stock,2787118340.0,Industrials,Metal Fabrications,United States
CXW,CoreCivic Inc. Common Stock,3192281825.0,Real Estate,Real Estate Investment Trusts,United States
CYTK,Cytokinetics Incorporated Common Stock,9149131139.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
CZR,Caesars Entertainment Inc. Common Stock,6032160215.0,Consumer Discretionary,Hotels/Resorts,United States
D,Dominion Energy Inc. Common Stock,53800602300.0,Utilities,Electric Utilities: Central,United States
DAC,Danaos Corporation Common Stock,2810980610.0,Consumer Discretionary,Marine Transportation,Greece
DAL,Delta Air Lines Inc. Common Stock,53760682703.0,Consumer Discretionary,Air Freight/Delivery Services,United States
DAN,Dana Incorporated Common Stock ,3195027366.0,Consumer Discretionary,Auto Parts:O.E.M.,United States
DAR,Darling Ingredients Inc. Common Stock,9682786926.0,Consumer Staples,Packaged Foods,United States
DASH,DoorDash Inc. Class A Common Stock,82010300536.0,Consumer Discretionary,Business Services,United States
DAVE,Dave Inc. Class A Common Stock,4160718828.0,Finance,Finance: Consumer Services,United States
DB,Deutsche Bank AG Common Stock,67485818000.0,Finance,Major Banks,Germany
DBD,Diebold Nixdorf Incorporated Common stock,2139992908.0,Miscellaneous,Office Equipment/Supplies/Services,United States
DBRG,DigitalBridge Group Inc.,2998049543.0,Real Estate,Real Estate Investment Trusts,United States
DBX,Dropbox Inc. Class A Common Stock,7723771733.0,Technology,Computer Software: Prepackaged Software,United States
DCI,Donaldson Company Inc. Common Stock,10054124997.0,Industrials,Pollution Control Equipment,United States
DCO,Ducommun Incorporated Common Stock,2604862875.0,Industrials,Military/Government/Technical,United States
DD,DuPont de Nemours Inc. Common Stock,17674424568.0,Industrials,Major Chemicals,United States
DDOG,Datadog Inc. Class A Common Stock,90303777786.0,Technology,Computer Software: Prepackaged Software,United States
DDS,Dillard's Inc. Common Stock,10084854733.0,Consumer Discretionary,Department/Specialty Retail Stores,United States
DE,Deere & Company Common Stock,191293837306.0,Industrials,Industrial Machinery/Components,United States
DECK,Deckers Outdoor Corporation Common Stock,10720794100.0,Consumer Discretionary,Shoe Manufacturing,United States
DELL,Dell Technologies Inc. Class C Common Stock ,349588924333.0,Technology,Computer Manufacturing,United States
DEO,Diageo plc Common Stock,47933126850.0,Consumer Staples,Beverages (Production/Distribution),United Kingdom
DFTX,Definium Therapeutics Inc. Common Shares,5058915668.0,Health Care, Medicinal Chemicals and Botanical Products ,United States
DG,Dollar General Corporation Common Stock,26606384874.0,Consumer Discretionary,Department/Specialty Retail Stores,United States
DGII,Digi International Inc. Common Stock,2857493662.0,Telecommunications,Computer Communications Equipment,United States
DGX,Quest Diagnostics Incorporated Common Stock,25716992880.0,Health Care,Medical Specialities,United States
DHI,D.R. Horton Inc. Common Stock,39205726595.0,Consumer Discretionary,Homebuilding,United States
DHR,Danaher Corporation Common Stock,155753590124.0,Industrials,Industrial Machinery/Components,United States
DHT,DHT Holdings Inc.,3426966035.0,Consumer Discretionary,Marine Transportation,Jersey
DINO,HF Sinclair Corporation Common Stock,18869977733.0,Energy,Natural Gas Distribution,United States
DIOD,Diodes Incorporated Common Stock,4398398345.0,Technology,Semiconductors,United States
DIS,Walt Disney Company (The) Common Stock,178643026881.0,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States
DJT,Trump Media & Technology Group Corp. Common Stock,2518147942.0,Technology,Computer Software: Programming Data Processing,United States
DK,Delek US Holdings Inc. Common Stock,4424636893.0,Energy,Integrated oil Companies,United States
DKNG,DraftKings Inc. Class A Common Stock,10549648520.0,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States
DKS,Dick's Sporting Goods Inc Common Stock,11770318952.0,Consumer Discretionary,Other Specialty Stores,United States
DLB,Dolby Laboratories Common Stock,5435600174.0,Miscellaneous,Multi-Sector Companies,United States
DLO,DLocal Limited Class A Common Shares,4146743301.0,Consumer Discretionary,Business Services,Uruguay
DLR,Digital Realty Trust Inc. Common Stock,67143064135.0,Real Estate,Real Estate Investment Trusts,United States
DLTR,Dollar Tree Inc. Common Stock,21232244635.0,Consumer Discretionary,Department/Specialty Retail Stores,United States
DNLI,Denali Therapeutics Inc. Common Stock,3270477865.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
DNN,Denison Mines Corp Ordinary Shares (Canada),2552709478.0,Basic Materials,Other Metals and Minerals,Canada
DNOW,DNOW Inc. Common Stock,2840146348.0,Consumer Discretionary,Oil and Gas Field Machinery,United States
DNTH,Dianthus Therapeutics Inc. Common Stock,5226508280.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
DOC,Healthpeak Properties Inc. Common Stock,14121518285.0,Real Estate,Real Estate Investment Trusts,United States
DOCN,DigitalOcean Holdings Inc. Common Stock,16603408256.0,Technology,Computer Software: Programming Data Processing,United States
DOCS,Doximity Inc. Class A Common Stock,4735995689.0,Technology,EDP Services,United States
DOCU,DocuSign Inc. Common Stock,12987851389.0,Technology,Computer Software: Prepackaged Software,United States
DOO,BRP Inc. Common Subordinate Voting Shares,4044183166.0,Consumer Discretionary,Industrial Specialties,Canada
DORM,Dorman Products Inc. Common Stock,3602916781.0,Consumer Discretionary,Auto Parts:O.E.M.,United States
DOV,Dover Corporation Common Stock,25458602932.0,Industrials,Industrial Machinery/Components,United States
DOW,Dow Inc. Common Stock ,20695061370.0,Industrials,Major Chemicals,United States
DOX,Amdocs Limited Ordinary Shares,6299935096.0,Technology,EDP Services,Guernsey
DPC,DPC Holdings PLC Ordinary Shares,6264049161.0,Telecommunications,Metal Fabrications,
DPZ,Domino's Pizza Inc Common Stock,9806418706.0,Consumer Discretionary,Food Distributors,United States
DRH,Diamondrock Hospitality Company Common Stock,2504373535.0,Real Estate,Real Estate Investment Trusts,United States
DRI,Darden Restaurants Inc. Common Stock,24377321196.0,Consumer Discretionary,Restaurants,United States
DRS,Leonardo DRS Inc. Common Stock,9984411576.0,Industrials,Industrial Machinery/Components,Israel
DRVN,Driven Brands Holdings Inc. Common Stock,2035026030.0,Consumer Discretionary,Automotive Aftermarket,United States
DSGX,Descartes Systems Group Inc. (The) Common Stock,6864415893.0,Technology,Computer Software: Prepackaged Software,Canada
DT,Dynatrace Inc. Common Stock,16909514509.0,Technology,Computer Software: Prepackaged Software,United States
DTE,DTE Energy Company Common Stock,25571942799.0,Utilities,Electric Utilities: Central,United States
DTM,DT Midstream Inc. Common Stock ,12836584696.0,Utilities,Natural Gas Distribution,United States
DUK,Duke Energy Corporation (Holding Company) Common Stock,89018599375.0,Utilities,Power Generation,United States
DUOL,Duolingo Inc. Class A Common Stock,6829859549.0,Technology,Computer Software: Prepackaged Software,United States
DV,DoubleVerify Holdings Inc. Common Stock,2076823750.0,Technology,Computer Software: Programming Data Processing,United States
DVA,DaVita Inc. Common Stock,11684332000.0,Health Care,Misc Health and Biotechnology Services,United States
DVN,Devon Energy Corporation Common Stock,52844000000.0,Energy,Oil & Gas Production,United States
DX,Dynex Capital Inc. Common Stock,2910997936.0,Real Estate,Real Estate Investment Trusts,United States
DXCM,DexCom Inc. Common Stock,33105859913.0,Health Care,Medical/Dental Instruments,United States
DXPE,DXP Enterprises Inc. Common Stock,2965016640.0,Industrials,Industrial Machinery/Components,United States
DY,Dycom Industries Inc. Common Stock,8473419260.0,Industrials,Water Sewer Pipeline Comm & Power Line Construction,United States
DYN,Dyne Therapeutics Inc. Common Stock,3030894575.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
E,ENI S.p.A. Common Stock,86268565600.0,Energy,Oil & Gas Production,Italy
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,8903328982.0,Utilities,Electric Utilities: Central,United States
EAT,Brinker International Inc. Common Stock,8804064108.0,Consumer Discretionary,Restaurants,United States
EBAY,eBay Inc. Common Stock,48545050000.0,Consumer Discretionary,Business Services,United States
EBC,Eastern Bankshares Inc. Common Stock,4830734209.0,Finance,Savings Institutions,United States
ECG,Everus Construction Group Inc. Common Stock,5871319863.0,Consumer Discretionary,Homebuilding,United States
ECHO,EchoStar  Corporation Common Stock,26964445056.0,Consumer Discretionary,Telecommunications Equipment,United States
ECL,Ecolab Inc. Common Stock,77572531022.0,Consumer Discretionary,Package Goods/Cosmetics,United States
ECO,Okeanis Eco Tankers Corp. Common Stock,3046654430.0,Consumer Discretionary,Marine Transportation,
ECPG,Encore Capital Group Inc Common Stock,2003648806.0,Finance,Finance Companies,United States
ED,Consolidated Edison Inc. Common Stock,37948116032.0,Utilities,Power Generation,United States
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands),8924893492.0,Real Estate,Other Consumer Services,China
EE,Excelerate Energy Inc. Class A Common Stock,3852269507.0,Utilities,Oil/Gas Transmission,United States
EEFT,Euronet Worldwide Inc. Common Stock,2417768381.0,Finance,Investment Bankers/Brokers/Service,United States
EFSC,Enterprise Financial Services Corporation Common Stock,2165941359.0,Finance,Major Banks,United States
EFX,Equifax Inc. Common Stock,18247754047.0,Finance,Finance: Consumer Services,United States
EFXT,Enerflex Ltd Common Shares,2821797626.0,Industrials,Industrial Machinery/Components,Canada
EG,Everest Group Ltd. Common Stock,14277300432.0,Finance,Property-Casualty Insurers,Bermuda
EGO,Eldorado Gold Corporation Ordinary Shares,11194942931.0,Basic Materials,Precious Metals,Canada
EGP,EastGroup Properties Inc. Common Stock,10894474024.0,Real Estate,Real Estate Investment Trusts,United States
EHC,Encompass Health Corporation Common Stock,12056430059.0,Health Care,Hospital/Nursing Management,United States
EIX,Edison International Common Stock,20591396016.0,Utilities,Electric Utilities: Central,United States
EL,Estee Lauder Companies Inc. (The) Common Stock,35756552377.0,Consumer Discretionary,Package Goods/Cosmetics,United States
ELAN,Elanco Animal Health Incorporated Common Stock,11276464703.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,4026010277.0,Utilities,Electric Utilities: Central,United States
ELF,e.l.f. Beauty Inc. Common Stock,5946825837.0,Consumer Discretionary,Package Goods/Cosmetics,United States
ELS,Equity Lifestyle Properties Inc. Common Stock,11581776462.0,Real Estate,Real Estate Investment Trusts,United States
ELV,Elevance Health Inc. Common Stock,86435424222.0,Health Care,Medical Specialities,United States
ELVN,Enliven Therapeutics Inc. Common Stock,3377049374.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
EMA,Emera Incorporated Common Shares,14807040000.0,Utilities,Electric Utilities: Central,Canada
EMAT,Evolution Metals & Technologies Corp. Common Stock,2084260556.0,Miscellaneous,Industrial Machinery/Components,United States
EMBJ,Embraer S.A. Common Stock,13629562485.0,Industrials,Aerospace,Brazil
EME,EMCOR Group Inc. Common Stock,33161823572.0,Industrials,Engineering & Construction,United States
EMN,Eastman Chemical Company Common Stock,7640411723.0,Industrials,Major Chemicals,United States
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,9026986329.0,Utilities,Electric Utilities: Central,United States
EMR,Emerson Electric Company Common Stock,86230302000.0,Technology,Consumer Electronics/Appliances,United States
ENB,Enbridge Inc Common Stock,104509598376.0,Energy,Natural Gas Distribution,Canada
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,8821155175.0,Utilities,Power Generation,United States
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,10111088791.0,Utilities,Electric Utilities: Central,Israel
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,4403846273.0,Utilities,Power Generation,United States
ENPH,Enphase Energy Inc. Common Stock,4370023509.0,Technology,Semiconductors,United States
ENS,EnerSys Common Stock,6473347056.0,Miscellaneous,Industrial Machinery/Components,United States
ENSG,The Ensign Group Inc. Common Stock,10226235870.0,Health Care,Hospital/Nursing Management,United States
ENTG,Entegris Inc. Common Stock,23062104000.0,Industrials,Plastic Products,United States
ENVA,Enova International Inc. Common Stock,4192138725.0,Finance,Finance: Consumer Services,United States
EOG,EOG Resources Inc. Common Stock,74399218324.0,Energy,Oil & Gas Production,United States
EPAM,EPAM Systems Inc. Common Stock,5677663129.0,Technology,EDP Services,United States
EPD,Enterprise Products Partners L.P. Common Stock,81131557239.0,Utilities,Natural Gas Distribution,United States
EPR,EPR Properties Common Stock,4360579840.0,Real Estate,Real Estate Investment Trusts,United States
EPRT,Essential Properties Realty Trust Inc. Common Stock,5811255617.0,Real Estate,Real Estate Investment Trusts,United States
EQH,Equitable Holdings Inc. Common Stock,14271547656.0,Finance,Specialty Insurers,United States
EQIX,Equinix Inc. Common Stock REIT,102387661695.0,Real Estate,Real Estate Investment Trusts,United States
EQNR,Equinor ASA,107261627187.0,Energy,Integrated oil Companies,Norway
EQPT,EquipmentShare.com Inc Class A Common Stock,4581037411.0,Consumer Discretionary,Diversified Commercial Services,United States
EQT,EQT Corporation Common Stock,31938846960.0,Energy,Oil & Gas Production,United States
EQX,Equinox Gold Corp. Common Shares,14067890855.0,Basic Materials,Precious Metals,Canada
ERAS,Erasca Inc. Common Stock,4877431578.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
ERIE,Erie Indemnity Company Class A Common Stock,10428105882.0,Finance,Specialty Insurers,United States
ERO,Ero Copper Corp. Common Shares,3804060273.0,Basic Materials,Metal Mining,Canada
EROC,ERock Inc. Class A Common Stock,2746889002.0,Energy,Industrial Machinery/Components,
EROK,EagleRock Land LLC Class A shares representing limited liability company interests,2905267301.0,Energy,Oil & Gas Production,
ES,Eversource Energy (D/B/A) Common Stock,24449958282.0,Utilities,Electric Utilities: Central,United States
ESAB,ESAB Corporation Common Stock,4185758647.0,Industrials,Industrial Machinery/Components,United States
ESE,ESCO Technologies Inc. Common Stock,6896335260.0,Telecommunications,Telecommunications Equipment,United States
ESI,Element Solutions Inc. Common Stock,8643716720.0,Industrials,Major Chemicals,United States
ESLT,Elbit Systems Ltd. Ordinary Shares,34532417663.0,Industrials,Military/Government/Technical,Israel
ESNT,Essent Group Ltd. Common Shares,5882416467.0,Finance,Property-Casualty Insurers,Bermuda
ESS,Essex Property Trust Inc. Common Stock,17575490013.0,Real Estate,Real Estate Investment Trusts,United States
ESTA,Establishment Labs Holdings Inc. Common Shares,2019376134.0,Health Care,Industrial Specialties,Costa Rica
ESTC,Elastic N.V. Ordinary Shares,9583604038.0,Technology,Computer Software: Prepackaged Software,United States
ETN,Eaton Corporation PLC Ordinary Shares,170414384000.0,Technology,Industrial Machinery/Components,Ireland
ETOR,eToro Group Ltd. Class A Common Shares,2189249331.0,Finance,Investment Bankers/Brokers/Service,Israel
ETR,Entergy Corporation Common Stock,46303843547.0,Utilities,Electric Utilities: Central,United States
ETSY,Etsy Inc. Common Stock,6764314828.0,Consumer Discretionary,Business Services,United States
EVR,Evercore Inc. Class A Common Stock,9994791924.0,Finance,Investment Managers,United States
EVRG,Evergy Inc. Common Stock,18081077628.0,Utilities,Power Generation,United States
EW,Edwards Lifesciences Corporation Common Stock,50043048000.0,Health Care,Industrial Specialties,United States
EWBC,East West Bancorp Inc. Common Stock,17056605953.0,Finance,Major Banks,United States
EWTX,Edgewise Therapeutics Inc. Common Stock,4458199495.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
EXC,Exelon Corporation Common Stock,42002413917.0,Utilities,Power Generation,United States
EXE,Expand Energy Corporation Common Stock,20150089795.0,Energy,Oil & Gas Production,United States
EXEL,Exelixis Inc. Common Stock,14056655387.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),2741597107.0,Basic Materials,Precious Metals,Canada
EXLS,ExlService Holdings Inc. Common Stock,5280663340.0,Consumer Discretionary,Business Services,United States
EXP,Eagle Materials Inc Common Stock,5470637461.0,Industrials,Building Materials,United States
EXPD,Expeditors International of Washington Inc. Common Stock,24442136655.0,Industrials,Integrated Freight & Logistics,United States
EXPE,Expedia Group Inc. Common Stock,29659015605.0,Consumer Discretionary,Transportation Services,United States
EXPO,Exponent Inc. Common Stock,3109989354.0,Consumer Discretionary,Professional Services,United States
EXR,Extra Space Storage Inc Common Stock,28276317643.0,Real Estate,Real Estate Investment Trusts,United States
EXTR,Extreme Networks Inc. Common Stock,2911720411.0,Telecommunications,Computer Communications Equipment,United States
F,Ford Motor Company Common Stock,50682662068.0,Industrials,Auto Manufacturing,United States
FA,First Advantage Corporation Common Stock,3435073820.0,Technology,EDP Services,United States
FAF,First American Corporation (New) Common Stock,6951989000.0,Finance,Specialty Insurers,United States
FANG,Diamondback Energy Inc. Common Stock,51986521134.0,Energy,Oil & Gas Production,United States
FAST,Fastenal Company Common Stock,58510901247.0,Consumer Discretionary,RETAIL: Building Materials,United States
FBIN,Fortune Brands Innovations Inc. Common Stock,4659068747.0,Basic Materials,Forest Products,United States
FBK,FB Financial Corporation Common Stock,2630849184.0,Finance,Major Banks,United States
FBNC,First Bancorp Common Stock,2574304031.0,Finance,Major Banks,United States
FBP,First BanCorp. New Common Stock,4074716073.0,Finance,Major Banks,Puerto Rico
FCF,First Commonwealth Financial Corporation Common Stock,2083773174.0,Finance,Major Banks,United States
FCFS,FirstCash Holdings Inc. Common Stock,9388693546.0,Consumer Discretionary,Other Specialty Stores,United States
FCN,FTI Consulting Inc. Common Stock,3685869147.0,Consumer Discretionary,Professional Services,United States
FCNCA,First Citizens BancShares Inc. Class A Common Stock,23030285478.0,Finance,Major Banks,United States
FCPT,Four Corners Property Trust Inc. Common Stock,2440982469.0,Real Estate,Real Estate Investment Trusts,United States
FCX,Freeport-McMoRan Inc. Common Stock,104226151819.0,Basic Materials,Metal Mining,United States
FDS,FactSet Research Systems Inc. Common Stock,9938079680.0,Technology,Computer Software: Programming Data Processing,United States
FDX,FedEx Corporation Common Stock,68989431803.0,Consumer Discretionary,Air Freight/Delivery Services,United States
FDXF,FedEx Freight Holding Company Inc. Common Stock,17825551816.0,Consumer Discretionary,Air Freight/Delivery Services,United States
FE,FirstEnergy Corp. Common Stock,25257633032.0,Utilities,Electric Utilities: Central,United States
FELE,Franklin Electric Co. Inc. Common Stock,4257563983.0,Consumer Discretionary,Metal Fabrications,United States
FER,Ferrovial N.V. Ordinary Shares,39771624531.0,Industrials,Military/Government/Technical,Netherlands
FERG,Ferguson Enterprises Inc. Common Stock,42785937419.0,Miscellaneous,Miscellaneous,United Kingdom
FFBC,First Financial Bancorp. Common Stock,3277130307.0,Finance,Major Banks,United States
FFIN,First Financial Bankshares Inc. Common Stock,4575014023.0,Finance,Major Banks,United States
FFIV,F5 Inc. Common Stock,25821428720.0,Telecommunications,Computer Communications Equipment,United States
FG,F&G Annuities & Life Inc. Common Stock,2839984683.0,Finance,Life Insurance,United States
FHB,First Hawaiian Inc. Common Stock,3015263903.0,Finance,Major Banks,United States
FHI,Federated Hermes Inc. Common Stock,4297445774.0,Finance,Investment Managers,United States
FHN,First Horizon Corporation Common Stock,10906350177.0,Finance,Major Banks,United States
FIBK,First Interstate BancSystem Inc. Common Stock (DE),3432871944.0,Finance,Major Banks,United States
FICO,Fair Isaac Corporation Common Stock,18997711699.0,Consumer Discretionary,Business Services,United States
FIG,Figma Inc. Class A Common Stock,11598294706.0,Technology,Computer Software: Prepackaged Software,United States
FIGR,Figure Technology Solutions Inc. Class A Common Stock,7776937044.0,Finance,Finance: Consumer Services,U.S. Virgin Islands
FIS,Fidelity National Information Services Inc. Common Stock,17879524142.0,Consumer Discretionary,Business Services,United States
FISV,Fiserv Inc. Common Stock,24434680830.0,Consumer Discretionary,Business Services,United States
FITB,Fifth Third Bancorp Common Stock,46877276633.0,Finance,Major Banks,United States
FIVE,Five Below Inc. Common Stock,12519838099.0,Consumer Discretionary,Department/Specialty Retail Stores,United States
FIVN,Five9 Inc. Common Stock,2815582648.0,Technology,EDP Services,United States
FIX,Comfort Systems USA Inc. Common Stock,57222459521.0,Industrials,Engineering & Construction,United States
FIZZ,National Beverage Corp. Common Stock,2869309006.0,Consumer Staples,Beverages (Production/Distribution),United States
FLEX,Flex Ltd. Ordinary Shares,41483954429.0,Technology,Electrical Products,Singapore
FLG,Flagstar Bank N.A. Common Stock,5105641883.0,Finance,Banks,United States
FLR,Fluor Corporation Common Stock,7096301015.0,Industrials,Military/Government/Technical,United States
FLS,Flowserve Corporation Common Stock,9810564360.0,Industrials,Fluid Controls,United States
FLUT,Flutter Entertainment plc Ordinary Shares,15046305881.0,Technology,Computer Software: Programming Data Processing,Ireland
FLY,Firefly Aerospace Inc. Common Stock,3666161726.0,Industrials,Military/Government/Technical,United States
FLYW,Flywire Corporation Voting Common Stock,2051316984.0,Consumer Discretionary,Business Services,United States
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,40786385349.0,Consumer Staples,Beverages (Production/Distribution),Mexico
FN,Fabrinet Ordinary Shares,14364405234.0,Utilities,Telecommunications Equipment,Cayman Islands
FNB,F.N.B. Corporation Common Stock,6106916816.0,Finance,Major Banks,United States
FND,Floor & Decor Holdings Inc. Common Stock,5046559441.0,Consumer Discretionary,RETAIL: Building Materials,United States
FNF,Fidelity National Financial Inc. Common Stock,11223869810.0,Finance,Specialty Insurers,United States
FNV,Franco-Nevada Corporation,50322705767.0,Basic Materials,Precious Metals,Canada
FORM,FormFactor Inc. FormFactor Inc. Common Stock,10254126364.0,Technology,Semiconductors,United States
FOUR,Shift4 Payments Inc. Class A Common Stock,3036806215.0,Consumer Discretionary,Business Services,United States
FOX,Fox Corporation Class B Common Stock,24018529509.0,Industrials,Broadcasting,United States
FOXA,Fox Corporation Class A Common Stock,26970244863.0,Industrials,Broadcasting,United States
FPS,Forgent Power Solutions Inc. Class A Common Stock,12140624093.0,Energy,Industrial Machinery/Components,United States
FR,First Industrial Realty Trust Inc. Common Stock,8096229812.0,Real Estate,Real Estate Investment Trusts,United States
FRHC,Freedom Holding Corp. Common Stock,11018043548.0,Finance,Investment Bankers/Brokers/Service,Kazakhstan
FRME,First Merchants Corporation Common Stock,2513940963.0,Finance,Major Banks,United States
FRMI,Fermi Inc. Common Stock,3087052617.0,Real Estate,Real Estate Investment Trusts,United States
FRO,Frontline Plc Ordinary Shares,10587944601.0,Consumer Discretionary,Marine Transportation,Bermuda
FROG,JFrog Ltd. Ordinary Shares,11384410045.0,Technology,Computer Software: Prepackaged Software,United States
FRPT,Freshpet Inc. Common Stock,2845518562.0,Consumer Staples,Packaged Foods,United States
FRSH,Freshworks Inc. Class A Common Stock,3358050336.0,Technology,Computer Software: Prepackaged Software,United States
